text,category
"DECATHLON
CIF: 49148112R
Fecha: 8/7/2026
----------------------
FALDA  13.28
ZAPATILLAS  4.12
ZAP2TOS  12.8
----------------------
TOTAL EUR  127.83
IVA",ropa
"CEPSA
CIF: 761943 57L
Fecha: 9/5/2026
----------------------
ESTACIONAMIENTO  3.63
PEAJE  6.39
CABIFY  15.1
----------------------
TOTAL EUR  63.14
CAMBIO",transporte
"CONSUM
CIF: 54829661Z
Fecha: 8/3/2026
----------------------
PESCADO  36.07
GALL!TAS  28.53
ARROZ  43.58
----------------------
TOTAL EUR  177.49
TOTAL",alimentacion
"CLINICA DENTAL
CIF: 33704111W
Fecha: 18/2/2026
----------------------
ANALISIS  1.82
RECETA  47.49
DENTI5TA  37.45
GAAS  7.27
REVIS6ON  39.27
----------------------
TOTAL EUR  188.66
FACTURA",salud
"MOV ISTAR
CIF: 63238379M
Fecha: 19/3/2026
----------------------
SILLA  6.06
ME SA  45.14
PINURA  35.78
BRICOLAJE  32.3
FACTURA  46.88
----------------------
TOTAL EUR  31.47
IVA",hogar
"GALP
CIF: 32030198V
Fecha: 16/7/2026
----------------------
AUTOBUS  7.38
CABIFY  3.89
----------------------
TOTAL EUR  65.86
CAJERO",transporte
"ALTAFIT
CIF: 31553046M
Fecha: 4/12/2026
----------------------
NETFLIX  44.39
DISNEY  3.18
HBO  7.24
----------------------
TOTAL EUR  41.84
CAMBIO",suscripciones
"CEPSA
CIF: 58423488R
Fecha: 23/2/2026
----------------------
BONO  32.09
GASOLINA  3.6
MENSUAL  24.21
----------------------
TOTAL EUR  19.94
IVA",transporte
"MULTIOPICAS
CIF: 17744214L
Fecha: 4/6/2026
----------------------
ANALI SIS  16.29
DETISTA  38.51
MEDICAMENTO  37.46
----------------------
TOTAL EUR  105.51
IVA",salud
"METRO MADRID
CIF: 41035267K
Fecha: 12/8/2026
----------------------
TAXI  42.08
PEA9E  12.9
ESTACIONAMIENTO  37.73
CABIFY  26.96
----------------------
TOTAL EUR  43.89
TOTAL",transporte
"IBERDROLA
CIF: 28360284M
Fecha: 2/4/2026
----------------------
SILLA  12.91
ES TANTERIA  41.83
MUEBLE  43.06
F IBRA  49.21
----------------------
TOTAL EUR  95.61
TICKET",hogar
"BRICO DPOT
CIF: 21437230H
Fecha: 20/12/2026
----------------------
FACT4RA  38.93
AGUA  49.1
LAMPARA  36.01
IKA  1.41
MUEBLE  9.96
----------------------
TOTAL EUR  84.52
GRACIAS POR SU VISITA",hogar
"GINOS
CIF: 86589730F
Fecha: 17/8/2026
----------------------
CERVEZA  33.91
M USEO  8.41
HAMBURGUESA  41.47
MNU  42.56
PIZZA  13.93
----------------------
TOTAL EUR  136.01
GRACIAS POR SU VISITA",ocio
"STARB!CKS 
CIF: 82205628D
Fecha: 28/9/2026
----------------------
COMIDA  44.82
MENU  22.68
----------------------
TOTAL EUR  37.65
CAMBIO",ocio
"ACAMPO
CIF: 81322454G
Fecha: 6/11/2026
----------------------
CEREAL  40.8
HUEVOS  34.15
VE$DURA  8.55
----------------------
TOTAL EUR  101.47
GRACIAS POR SU VISITA",alimentacion
"DIA
CIF: 39129071H
Fecha: 3/9/2026
----------------------
CARNE  48.75
REFRESCO  18.36
Y!GUR  19.48
CERE5L  30.36
--------- -------------
TOTAL EUR  142.87
GRACIAS POR SU VISITA",alimentacion
"GALP
CIF: 22454991G
Fecha: 10/9/2026
----------------------
PE^JE  13.95
CABIFY  15.41
----------------------
TOTAL EUR  177.22
CAMBIO",transporte
"DIA
CIF: 89567290W
Fecha: 17/7/2026
----------------------
GALLETAS  19.37
FRU TA  37.7
----------------------
TOTAL EUR  156.97
EFECTIVO",alimentacion
"STRADIVARIUS
CIF: 58179034E
F echa: 12/2/2026
----------------------
ZAPATILLAS  5.6
CHAQUETA  11.32
CINTURON  42.83
----------------------
TOTAL EUR  66.38
IVA",ropa
"G INOS
CIF: 74301784X
Fecha: 8/8/2026
----------------------
PALOMI TAS  21.99
COPA  27.76
----------------------
TOTAL EUR  96.37
FECHA",ocio
"SANITAS
CIF: 86757991F
Fecha: 18/5/2026
----------------------
MASAJE  15.03
GAFAS  38.84
PARACETA4OL  21.75
FARM ACIA  16.28
----------------------
TOTAL EUR  102.31
IVA",salud
"GE NERAL OPTICA
CIF: 62662396U
Fecha: 9/1/2026
----------------------
REVISION  3.78
ANALISIS  5.51
----------------------
TOTAL EUR  20.36
FACTURA",salud
"GOOGLE
CIF: 93058464R
Fecha: 19/4/2026
--------------- -------
NETFLIX  23.45
DSNEY  35.03
REVISTA  31.18
----------------------
TOTAL EUR  113.59
IVA",suscripciones
"T7LEPIZZA
CIF: 10174516D
Fecha: 10/10/2026
----------------------
CERVEZA  38.64
RESTAUR ANTE  32.49
PALO MITAS  32.25
----------------------
TOTAL EUR  92.11
TICKET",ocio
"HBO MAX
CIF: 25366141X
Fecha: 24/9/2026
----------------------
G IMNASIO  38.26
LICENCIA  4.13
SU SCRIPCION  24.86
A$AZON PRIME  32.46
----------------------
TOTAL EUR  83.97
CAMBIO",suscripciones
"AHORRAMAS
CIF: 70334111N
Fecha: 5/4/2026
----------------------
FRUTA  29.22
CARNE  24.92
QUESO  20.88
AG UA  45.22
GALL ETAS  29.05
PESCADO  47.43
----------------------
TOTAL EUR  198.9
FACTURA",alimentacion
"RENFE
CIF: 80269965B
Fecha: 26/2/2026
----------------------
VUEO  1.09
U BER  5.19
PEAJE  39.24
DIESEL  13.75
B5NO  9.98
GASOLINA  29.31
----------------------
TOTAL EUR  155.2
TARJETA",transporte
"100 MONTAD#TOS
CIF: 81098604T
Fecha: 23/1/2026
----------------------
TATRO  47.11
C INE  30.91
TAP7S  36.04
ENTRADA  4.71
----------------------
TOTAL EUR  158.21
EFECTIVO",ocio
"EMPRESA MUNICIPAL TRANSPORTES
CIF: 72898649B
Fecha: 4/7/2026
----------------------
DIESEL  47.55
BONO  32.55
BLLETE  36.73
---------------------
TOTAL EUR  22.44
IVA",transporte
"OYSHO
CIF: 65412877L
Fecha: 22/8/2026
----------------------
CHAQUETA  36.49
VESTIDO   45.17
ZAPATOS  38.58
CAL CETINES  31.37
ABRIGO  13.79
PANT ALON  41.39
----------------------
TOTAL EUR  171.13
CAMBIO",ropa
"A LCAMPO
CIF: 63478443Y
Fecha: 26/5/2026
----------------------
L ECHE  34.25
PESCADO  47.77
AGUA  38.96
----------------------
TOTAL EUR  144.43
CAERO",alimentacion
"CEPSA
CIF: 64390666H
Fecha: 20/11/2026
----------------------
PARKING  49.32
GAS#LINA  24.79
A UTOBUS  8.61
BILLETE  29.09
DIES EL  11.92
UBER  24.2
----------------------
TOTAL EUR  87.14
TICKET",transporte
"IKEA
CIF: 63430037G
Fecha: 27/8/2026
----------------------
INTERNET  28.27
PINT URA  19.93
FACTURA  45.81
SI LLA  16.27
AGUA  8.13
MUEBLE  43.29
----------------------
TOTAL EUR  80.95
TICKET",hogar
"MANGO
CIF: 56443284W
Fecha: 1/7/2026
----------------------
DEPORTE  16.82
PANTALON  19.52
ZAP%TILLAS  23.07
BOLO  40.98
CINURON  46.82
----------------------
TOTAL EUR  193.22
CAJERO",ropa
"ALDI
CIF: 94146316F
Fecha: 28/8/2026
---------------------
C ARNE  6.03
AGUA  26.31
GALLE#AS  17.98
QUEO  44.44
----------------------
TOTAL EUR  88.29
FECHA",alimentacion
"AHORRAM*S
CIF: 90265858S
Fecha: 9/5/2026
----------------------
HUEVOS  7.59
CARNE  15.55
GALLETAS  7.32
----------------------
TOTAL EUR  126.82
FACTURA",alimentacion
"LIDL
CIF: 50328969A
Fecha: 11/7/2026
----------------------
VERDURA  9.15
PESCADO  2.75
GALLETAS  43.21
PAN  40.76
QUE5O  .62
----------------------
TOTAL EUR  80.77
GRACIAS POR SU VISITA",alimentacion
"ORANGE
CIF: 24773 136G
Fecha: 22/9/2026
----------------------
IKEA  35.42
LUZ  17.25
BOMBILA  6.35
FIBRA  8.62
SILLA  11.65
F3CTURA  2.34
----------------------
TOTAL EUR  112.94
CAJERO",hogar
"MERCAD ONA
CIF: 37847156Z
Fecha: 6/8/2026
----------------------
QUESO  13.29
REFRECO  48.28
POLLO  3.59
PESCADO  24.64
VERDURA  29.74
----------------------
TOTAL EUR  129.52
TARJETA",alimentacion
"MCFT
CIF: 24511195K
Fecha: 9/7/2%26
----------------------
AMAZON PRIME  17.15
DISNEY  5.47
GIMN7SIO  38.17
----------------------
TOTAL EUR  60.03
CAJERO",suscripciones
"REPSOL
CIF: 38936854T
Fecha: 2/4/2026
----------------------
PEAE  12.12
BILLETE  44.57
GASOL INA  47.19
TA#I  9.18
AVE  29.83
PARKING  28.89
----------------------
TOTAL EUR  136.69
FECHA",transporte
"APPLE
CIF: 88139554N
Fecha: 4/7/2026
----------------------
LICENCIA  28.59
GIMNASIO  13.44
AMAZON PRIME  33.98
NETFLIX  19.7
----------------------
TOTAL EUR  42.25
EFECTIVO",suscripciones
"L@DL
CIF: 33109447Q
Fecha: 8/9/2026
----------------------
GALLETAS  9.57
ARR OZ  12.82
CARNE  45.26
----------------------
TOTAL EUR  86.39
GRACIAS POR SU VISITA",alimentacion
"SANITAS
CIF: 43054416
Fecha: 18/11/2026
----------------------
MED9CAMENTO  14.98
OPTCA  36.81
----------------------
TOTAL EUR  80.52
TOTAL",salud
"DOMINOS
CIF: 56663977M
Fecha: 9/6/2026
----------------------
TA%AS  28.03
CERVEZA  14.51
C ENA  26.5
CINE  30.29
CONCIERTO  39.14
MENU  17.96
----------------------
TOTAL EUR  26.67
TARJETA",ocio
"KFC
CIF: 12750479E
Fecha: 13/4/2026
----------------------
CONCIERTO  40.76
TAPAS  38.35
----------------------
TOTAL EUR  198.33
EUR",ocio
"CONSUM
CIF: 95942310K
Fecha: 11/7/2026
----------------------
QUESO  17.76
HUEVOS  48.29
YOGUR  25.85
PESCDO  21.47
FRUTA  39.47
GALLETAS  37.39
----------------------
TOTAL EUR  10.82
TOTAL",alimentacion
"CABIFY
CI: 73628350N
Fecha: 21/3/2026
----------------------
AVE  9.53
AUTOBS  47.62
PARKING  41.95
T REN  36.84
----------------------
TOTAL EUR  14.14
CAJERO",transporte
"VODAFONE
CIF: 44238323Q
Fecha: 4/11/2026
----------------------
MUBLE  29.55
INTERN!T  46.75
ESTA%TERIA  34.59
MSA  15.61
----------------------
TOTAL EU R  188.05
IVA",hogar
"LEROY MERLIN
CIF: 18897474H
Fecha: 23/11/2026
----------------------
M UEBLE  39.84
LUZ  32.04
FIBRA  13.72
LAM%ARA  26.96
INTERNET  32.54
MESA  39.42
---------------------
TOTAL EUR  156.03
CAMBIO",hogar
"IKEA
CIF: 52838726L
Fecha: 28/9/2026
----5-----------------
MESA  38.21
LUZ  41.93
PINURA  20.0
----------------------
TOTAL EUR  124.4
TARJETA",hogar
"HBO MAX
CIF: 76225537L
Fecha: 12/10/2026
----------------------
SOFTWARE  29.61
LICENCIA  5.29
REVISTA  12.31
NETFLIX  7.9
----------------------
TOTAL EUR  171.7
FACTURA",suscripciones
"EMPRESA MUNICIPAL TRANSPRTES
CIF: 45271369F
Fecha: 21/9/2026
----------------------
TAXI  36.28
UBER  35.82
PEJE  25.91
ESTA CIONAIENTO  24.4
BIL2ETE  7.43
----------------------
TOTAL EUR  111.4
TOTAL",transporte
"AL#A
CIF: 90306923C
Fecha: 9/8/2026
----------------------
UBER  32.93
GASOLINA  23.59
ESTACIONAMIENTO  19.17
----------------------
TOTAL EUR  196.73
CAJERO",transporte
"YELMO CINS
CIF: 96296666Z
Fecha: 10/1/2026
----------------------
COPA  11.85
CERVEZA  23.55
MUSEO  38.06
CONCIERTO  38.29
PIZZA  11.42
MENU  43.12
----------------------
TOTAL EUR  44.25
CAMBIO",ocio
"NATURGY
CIF: 77661920C
Fecha: 19/7/2026
----------------------
INTER NET  8.17
ESTANTERIA  14.51
----------------------
TOTAL EUR  84.94
FACTURA",hogar
"ENDESA
CIF: 35666625G
Fecha: 15/7/2026
----------------------
MESA  40.45
LUZ  40.35
----------------------
T5TAL EUR  184.54
IVA",hogar
"YELMO C4NES
CIF: 80135098T
Fecha: 25/7/2026
----------------------
COPA  48.48
PI@ZA  2.5
CO MIDA  30.14
TEATRO  9.13
HAMBURGUESA  11.61
----------------------
TOTAL EUR  93.37
IVA",ocio
"METR MADRID
CIF: 98685656I
Fecha: 26/6/2026
----------------------
TXI  18.24
V6ELO  28.85
AVE  19.71
CABIFY  24.08
----------------------
TOTAL EUR  59.65
EUR",transporte
"TELEPIZZA
CIF: 32995555Y
Fecha: 11/2/2026
----------------------
TEATRO  23.23
CENA  12.36
MUSEO  21.22
RESTAURANTE  37.4
MEU  29.55
----------------------
TOTAL EUR  67.73
TARJETA",ocio
"A*ISA
CIF: 66998130V
Fecha: 25/7/2026
----------------------
MASAJE  42.22
ANALISIS  42.63
----------------------
TOTAL EUR  49.49
CAMBIO",salud
"PULL AND BEAR
CIF: 51306933A
Fecha: 23/5/2026
----------------------
BOLSO  49.47
ZAPATOS  34.05
ABRIGO  48.92
FALDA  11.79
----------------------
TOTAL EUR  179.38
EFE CTIVO",ropa
"100 MONTAD!TOS
CIF: 29768537 W
Fecha: 26/5/2026
----------------------
H1MBURGUESA  40.91
ENTRADA  26.91
CENA  41.66
----------------------
TOTAL EUR  149.76
TOTAL",ocio
"MCFIT
CIF: 63412315J
Fecha: 9/1/2026
----------------------
NETFLIX  43.16
CUOTA  38.03
GIMNASIO  32.44
LICENCIA  42.36
----------------------
TOTAL EUR  93.73
TICKET",suscripciones
"FARMACIA
CIF: 25057672J
Fecha: 15/11/2026
----------------------
FARMCIA  31.67
MEDICAMENTO  39.81
REVISION  46.87
----------------------
TOTAL EUR  60.81
GRACIAS POR SU VISITA",salud
"OR ANGE
CIF: 45425135V
Fecha: 7/5/2026
----------------------
BOMBILLA  43.32
MUEBLE  42.17
BRICOAJE  20.53
FIBRA  5.41
INTERNET  19.63
----------------------
TOTAL EUR  142.84
CAJERO",hogar
"SNIT AS
CIF: 94819485Z
Fecha: 10/6/2026
----------------------
F ISIO  43.14
DENTSTA  16.15
R&CETA  33.36
PARACETAMOL  2.43
MEDICAMENTO  12.3
----------------------
TOTAL EUR  36.65
TARJETA",salud
"ALI
CIF: 64587737E
Fecha: 19/8/2026
----------------------
CEREAL  40.57
AROZ  9.98
PAN  5.5
----------------------
TOTAL EUR  102.01
EUR",alimentacion
"STRADIVAR IUS
CIF: 82728788B
Fecha: 27/2/2026
----------------------
ABRIGO  40.15
CALCETINES  38.58
----------------------
TOTAL EUR  103.38
TICKET",ropa
"PRIMARK
CIF: 69343021A
Fecha: 2/4/2026
----------------------
VEST IDO  39.39
JE6SEY  38.09
CALCETNES  41.98
----------------------
TOTAL EUR  58.76
TICKET",ropa
"LEROY MERLIN
CIF: 10491590C
Fecha: 15/1/2026
----------------------
AGUA  35.27
SILLA  14.66
FACTURA  18.01
INT6RNET  45.3
IKA  39.46
----------------------
TOTAL EUR  159.34
TOTAL",hogar
"HBO MAX
CIF: 89546644Z
Fecha: 24/1/2026
----------------------
PRENSA  20.61
MENSUALIDAD  39.89
D4SNEY  29.72
SUSCRIPCION  28.44
SPOTIY  46.91
REVIS^A  5.74
---------------------- 
TOTAL EUR  11.26
EUR",suscripciones
"CLINICA DE NTAL
CIF: 42608297Z
Fecha: 6/6/202
----------------------
LENTIL LAS  39.94
ANAISIS  45.89
FISIO  14.08
PARACETAMOL  9.6
CLINICA  33.56
----------------------
TOTAL EUR  76.49
GRACIAS POR SU VISITA",salud
"DOMINOS
CIF: 81114001Z
Fecha: 20/4/2026
----------------------
TEAT RO  21.26
CERVEZA  29.1
COMIDA  2.56
MEU  42.62
E0TRADA  36.12
TAAS  32.87
----------------------
TOTAL EUR  132.44
FECHA",ocio
"BURGER KNG
CIF: 16957177A
Fecha: 24/1/2026
----------------------
HAMBURGUESA  38.87
CINE  42.02
TA PAS  35.46
TEATRO  43.46
PIZZA  49.56
CONCIE RTO  21.51
----------------------
TOTAL EUR  176.36
TARJETA",ocio
"SPOTIFY
CIF: 16601737P
Fecha: 11/7/2026
----------------------
PRENSA  25.03
NETF LIX  13.81
GIMNASIO  31.19
REVISTA  23.99
AMAZON PRIME  25.25
SPOT IFY  18.52
----------------------
TOTAL EUR  148.35
GRACIAS POR SU VISITA",suscripciones
"TMB
CIF: 95159222U
Fecha: 25/6/2026
----------------------
TREN  11.21
BILLETE  10.8
UBER  16.39
BNO  45.49
----------------------
TOTAL EUR  17.53
FACTURA",transporte
"CINESA
CIF: 39297310W
Fecha: 27/2/2026
----------------------
TEATRO  9.!
MUSEO  28.43
CONCIERTO  31.78
COPA  20.49
COMIDA  39.74
PALOMITAS  2.83
----------------------
TOTAL EUR  30.58
IVA",ocio
"AHORRAMAS
CIF: 47806578H
Fecha: 23/2/2026
----------------------
GALLETAS  39.92
REFRESCO  24.5
LE CHE  10.34
AROZ  39.81
----------------------
TOTAL EUR  197.85
GRACIAS POR SU VISITA",alimentacion
"VODAFONE
CIF: 29909490B
Fecha: 22/3/2026
----------------------
BRICOLAJE  13.9
LAMPARA  34.49
----------------------
TOTAL EUR  63.8
FECHA",hogar
"CANAL DE ISABEL II
CIF: 36825807Y
Fecha: 7/2/2026
----------------------
LUZ  18.65
MUEBLE  49.78
MESA  25.48
----------------------
TOTAL EUR  79.37
TARJETA",hogar
"CLINICA DENTAL
CIF: 91837008D
Fecha: 10/4/2026
----------------------
LENTILLAS  33.27
GFAS  44.1
MAS AJE  21.09
REVISION  12.92
CLINICA  7.28
MEDICAMENTO  5.6
----------------------
TOTAL EUR  144.49
FECHA",salud
"MERCADONA
CIF: 80530848G
Fecha: 21/8/2026
----- -----------------
FRU TA  12.78
HUE VOS  30.78
GALLETAS  45.54
REFRESCO  9.12
PAN  7.11
----------------------
TOTAL EUR  44.52
TARJETA",alimentacion
"ASISA
CIF: 52519758K
Fecha: 8/12/2026
----------------------
LENTILLAS  26.74
FARMACIA  9.42
RE CETA  34.53
DENTISTA  27.87
FISIO  2.85
OPTICA  5.57
----------------------
TOTAL EUR  16.36
TARJETA",salud
"CINESA
CIF: 59320536U
Fecha: 19/10/2026
----------------------
HAMB8RGUESA  14.65
ENTRADA  20.66
TEAT RO  7.47
CERV EZA  35.24
CONCI8RTO  32.91
----------------------
TOTAL EUR  138.55
CAMBIO",ocio
"DIA
CIF: 67523222N
Fecha: 5/8/2026
----------------------
AGU A  36.36
YOGUR  49.57
----------------------
TOTAL EUR  34.27
TICKET",alimentacion
"YELMO CINES
CIF: 34450244U
Fecha: 2/8/2026
----------------------
EN TRADA  7.91
M5SEO  49.5
COMIDA  2.35
RESTAURANTE  19.69
PI ZZA  36.08
CPA  46.63
----------------------
TOTAL EUR  136.25
GRACIAS POR SU VISITA",ocio
"MERCAD ONA
CIF: 66680202G
Fecha: 27/10/2026
----------------------
REFRESCO  23.07
VERDURA  35.74
A GUA  9.14
PESCADO  28.01
----------------------
TOTAL EUR  165.98
CAMBIO",alimentacion
"AENA
CIF: 58273296S
Fecha: 4/4/2026
----------------------
CABIFY  7.51
TAXI  12.57
ESTACIONAMIENTO  6.49
BILLETE  35.51
GASOLINA  21.65
PARKING  17.5
----------------------
TOTAL EUR  178.98
CAJERO",transporte
"RE PSOL
CIF: 62513478L
Fecha: 15/7/2026
----------------------
DIE SEL  38.39
GASOLINA  4.97
PEAJE  18.98
VELO  16.75
AVE  4.57
----------------------
TOTAL EUR  29.0
TARJETA",transporte
"FRMACIA
CIF: 23219596O
Fecha: 23/3/2026
----------------------
IBUPROFENO  26.16
LENTILLAS  46.73
----------------------
TOTAL EUR  63.16
CAJERO",salud
"KFC
CIF: 41770994B
Fecha: 28/5/2026
----------------------
HAMBURUESA  4.12
CERVEZA  31.3
MENU  34.93
PALOMITAS  13.65
TEATRO  11.65
CPA  1.85
----------------------
TOTAL EUR  106.99
TARJETA",ocio
"GINOS
CIF: 30369184B
Fecha: 1/4/2026
----------------------
HAMBURGUESA  14.25
CEREZA  17.17
----------------------
TOTAL EUR  119.33
FECHA",ocio
"EMPRESA MUNICIP AL TRANSPORTES
CIF: 16779579V
Fecha: 18/5/2%26
----------------------
CABIFY  44.32
AVE  10.44
AUTOBUS  24.18
TAXI  36.91
----------------------
TOTAL EUR  44.13
FECHA",transporte
"GINOS
CIF: 46906572O
Fecha: 21/4/2026
----------------------
ENTADA  8.14
MENU  25.63
C OPA  16.38
----------------------
TOTAL EUR  15.33
EFECTIVO",ocio
"B ERSHKA
CIF: 43463206Y
Fecha: 22/11/2026
----------------------
ABRI GO  17.68
CI$TURON  5.1
ZAPATS  30.35
CALCETINES  21 .5
----------------------
TOTAL EUR  26.11
CAJERO",ropa
"AEA
CIF: 80418589Z
Fecha: 13/10/2026
----------------------
VUELO  2.08
TAXI  2.54
----------------------
TOTAL EUR  67.51
EFECTIVO",transporte
"100 MONTADITOS
CIF: 57327661F
Fecha: 22/5/2026
----------------------
PALOMITAS  3.52
CONCI%RTO  29.27
CRVEZA  34.78
TEATRO  11.11
----------------------
TOTAL EUR  48.52
TARJETA",ocio
"ALCA MPO
CIF: 46173410F
Fecha: 6/12/2026
-$--------------------
GALLETAS  5.84
QUESO  27.19
----------------------
TOTAL EUR  18.37
FECHA",alimentacion
"EMPRESA MUNICIPAL TRA!SPORTES
CIF: 20073673M
Fecha: 25/7/2026
----------------------
P7AJE  30.21
TREN  8.17
----------------------
TOTAL EUR  141.75
TARJETA",transporte
"MCDONALDS
CIF: 15605773Z
Fecha: 9/5/2026
----------------------
CER VEZA  31.68
CI^E  11.82
T1PAS  18.49
MUSEO  34.19
PIZZA  3.76
PALOMITAS  3.94
----------------------
TOTAL EUR  43.24
CAJERO",ocio
"SANITAS
CIF: 38878327E
Fecha: 26/8/2026
----------------------
ANALSIS  4.32
OPICA  1.77
FARMACIA  18.54
----------------------
TOTAL EUR  65.72
EFECTIVO",salud
"EROSKI
CIF: 81636752W
Fecha: 9/8/2026
----------------------
VERDURA  39.41
HUEV5S  33.03
A RROZ  6.24
----------------------
TOTAL EUR  39.93
FACTURA",alimentacion
"MANO
CIF: 71200620V
Fecha: 22/9/2026
----------------------
A BRIGO  15.31
DEPORTE  8.12
CALCETINES  42.81
FADA  20.57
----------------------
TOTAL EUR  138.49
GRACIAS POR SU VISITA",ropa
"CIN7SA
CIF: 16393788T
Fecha: 21/4/2026
----------------------
MUSEO  4.59
C%NE  14.34
PALOMITAS  13.3
CERVEZA  43.43
COMID$  29.53
----------------------
TOTAL EUR  101.58
EUR",ocio
"U BER
CIF: 2651445P
Fecha: 13/7/2026
----------------------
AVE  42.58
TRN  22.11
CABIFY  23.31
TAXI  33.59
----------------------
TOTAL EUR  93.73
FECHA",transporte
"MCIT
CIF: 18119326R
Fecha: 26/11/2026
----------------------
GIMNASIO  17.84
AMAZON PRIME  33.88
HBO  2.92
SOFTWARE  17.9
PR ENSA  23.66
----------------------
TOTAL EUR  17.31
EUR",suscripciones
"SANI TAS
CIF: 53018360R
Fecha: 21/1/2026
----------------------
PARACETAMOL  26.42
REV2SION  20.19
ANA*ISIS  15.28
----------------------
TOTAL EUR  28.51
FACTURA",salud
"VIPS
CIF: 28697994Z
Fecha: 21/2/2026
----------------------
HAMBURGUESA  49.01
CO1IDA  21.75
----------------------
TOTAL EUR  106.93
FE CHA",ocio
"TELEPIZZA
CIF: 34404511X
Fecha: 9/11/2026
-------------- --------
MUSEO  14.58
HAMB URGUESA  21.52
CNA  18.18
T EATRO  14.73
CINE  43.09
----------------------
TOTAL EUR  159.07
GRACIAS POR SU VISITA",ocio
"SPOTIFY
CIF: 10181628P
Fecha: 12/10/2026
----------------------
GIMNASIO  36.35
DISNEY  46.69
MENSUALIDAD  32.98
SUSCRIPCION  2.21
CUOTA  6.22
REVISTA  41.79
----------------------
TOTAL EUR  56.28
TOTAL",suscripciones
"CABIFY
CIF: 23395462J
Fecha: 26/2/2026
----------------------
ESTACIONAMIENTO  28.02
PEAJE  26.21
PA RKING  33.69
DIESEL  29.5
GASOLINA  16.68
TREN  38.81
----------------------
TOTAL EUR  36.15
CAJERO",transporte
"MOVISTAR
CIF: 34355313A
Fecha: 10/2/2026
------------#---------
B RICOLAJE  44.09
AGUA  46.06
MU0BLE  27.31
SILLA  46.66
----------------------
TOTAL EUR  17.55
GRACIAS POR SU VISITA",hogar
"VODAF ONE
CIF: 78093876W
Fecha: 18/10/2026
----------------------
MESA  10.31
FIB RA  5.11
AGUA  37.31
MUEBLE  10.99
LAMPARA  46.67
PINTURA  20.96
----------------------
TOTAL EUR  186.44
EFECTIVO",hogar
"C0NESA
CIF: 90360900M
Fecha: 13/8/2026
----------------------
HA4BURGUESA  46.85
MENU  11.0
CONCI ERTO  37.94
----------------------
TOTAL EUR  162.47
EFECTIVO",ocio
"CONS#M
CIF: 16934088M
Fecha5 24/8/2026
----------------------
REFRESCO  42.15
PAN  8.86
CARE  30.85
----------------------
TOTAL EUR  27.31
GRACIAS POR SU VISITA",alimentacion
"MOVISTAR
CIF: 98863720B
Fecha: 21/9/2026
----------------------
ESTANTERIA  22.97
SILLA  39.98
FIBRA  49.24
MESA  32.11
----------------------
TOTAL EUR  21.11
CAMBIO",hogar
"TELEPIZ ZA
CIF: 68446981R
Fecha: 12/10/2026
----------------------
PLOMITAS  41.35
CENA  31.97
C@PA  49.81
----------------------
TOTAL EUR  133.21
IVA",ocio
"ENDEA
CIF: 20166754Z
Fecha: 26/3/2026
----------------------
ESANTERIA  39.92
LAMPARA  20.57
SILLA  4.28
BOMB1LLA  29.5
FIBRA  14.6
----------------------
TOTAL EUR  135.52
FECHA",hogar
"AS7SA
CIF: 36921739G
Fecha: 19/3/2026
----------------------
OPTICA  7.4
A NALISIS  10.71
MSAJE  1.11
LEN5ILLAS  23.72
----------------------
TOTAL EUR  153.8
TOTAL",salud
"MCFT
CIF: 12049878L
Fecha: 4/6/2026
----------------------
AMAZON PRIME  46.26
PRENSA  34.39
GIMNA2IO  40.08
HBO  46.53
----------------------
TOTAL EUR  150.34
IVA",suscripciones
"A9SA
CIF: 22012739S
Feca: 1/12/2026
----------------------
MENSUAL  15.42
BONO  8.65
AUTOBUS  23.47
----------------------
TOTAL EUR  110.06
CAMBIO",transporte
"CLINICA DENTAL
CIF: 56070743A
Fecha: 11/8/2026
----------------------
GAFS  15.44
PAR ACETAMOL  3.82
----------------------
TOTAL EUR  152.08
TICKET",salud
"APLE
CIF: 13647594R
Fecha: 1/6/2026
----------------------
CU@TA  7.94
SPOTIFY  24.04
PREN SA  28.53
SOFTWARE  12.04
M0NSUALIDAD  36.32
----------------------
TOTAL EUR  165.21
FACTURA",suscripciones
"EL CORTE INGLES
CIF: 50350427U
Fecha: 24/8/2026
----------------------
ROPA INTERIOR  48.83
ZAPATILLAS  13.81
ABR IGO  14.43
CHAQUTA  23.87
PANTALON  20.04
CAMISA  32.65
----------------------
TOTAL EUR  164.88
TOTAL",ropa
"ASISA
CIF: 17286114Y
Fecha: 26/4/2026
----------------------
PARACETAMOL  20.77
IBUPROFE#O  5.05
DENTISTA  29.02
GA FAS  33.17
FARMACIA  34.87
----------------------
TOTAL EUR  177.62
CAJERO",salud
"MOVIST AR
CIF: 50202356Y
Fecha: 11/12/2026
---------- ------------
IKEA  6.53
AGUA  24.12
MESA  33.4
I NTERNET  37.38
----------------------
TOTAL EUR  169.54
EFECTIVO",hogar
"MERCADONA
CIF: 76055256Z
Fecha: 11/12/2026
---------------------
VERDRA  21.18
YOG UR  10.12
----------------------
TOTAL EUR  193.53
TICKET",alimentacion
"MERCDONA
CIF: 54968942V
Fecha: 13/1/2026
----------------------
G3LLETAS  3.94
HEVOS  15.51
----------------------
TOTAL EUR  65.32
TARJETA",alimentacion
